MONTH,DAY,BCMT_UTC,ECET_UTC
6,6,02:40:00,19:31:00
6,7,02:40:00,19:32:00
6,8,02:39:00,19:32:00
6,9,02:39:00,19:33:00
6,10,02:39:00,19:34:00
6,11,02:38:00,19:35:00
6,12,02:38:00,19:35:00
6,13,02:38:00,19:36:00
6,14,02:38:00,19:37:00
6,15,02:37:00,19:37:00
6,16,02:37:00,19:38:00
6,17,02:37:00,19:38:00
6,18,02:37:00,19:38:00
6,19,02:38:00,19:39:00
6,20,02:38:00,19:39:00
6,21,02:38:00,19:39:00
6,22,02:38:00,19:39:00
6,23,02:38:00,19:40:00
6,24,02:39:00,19:40:00
6,25,02:39:00,19:40:00
6,26,02:39:00,19:40:00
6,27,02:40:00,19:40:00
6,28,02:40:00,19:39:00
6,29,02:41:00,19:39:00
6,30,02:42:00,19:39:00
7,1,02:42:00,19:39:00
7,2,02:43:00,19:38:00
7,3,02:44:00,19:38:00
7,4,02:44:00,19:37:00
7,5,02:45:00,19:37:00
7,6,02:46:00,19:36:00
7,7,02:47:00,19:36:00
7,8,02:48:00,19:35:00
7,9,02:49:00,19:34:00
7,10,02:50:00,19:34:00
7,11,02:51:00,19:33:00
7,12,02:52:00,19:32:00
7,13,02:53:00,19:31:00
7,14,02:54:00,19:30:00
7,15,02:55:00,19:29:00
7,16,02:56:00,19:28:00
7,17,02:57:00,19:27:00
7,18,02:59:00,19:26:00
7,19,03:00:00,19:25:00
7,20,03:01:00,19:24:00
7,21,03:02:00,19:23:00
7,22,03:04:00,19:21:00
7,23,03:05:00,19:20:00
7,24,03:06:00,19:19:00
7,25,03:08:00,19:17:00
7,26,03:09:00,19:16:00
7,27,03:10:00,19:14:00
7,28,03:12:00,19:13:00
7,29,03:13:00,19:11:00
7,30,03:14:00,19:10:00
7,31,03:16:00,19:08:00
8,1,03:17:00,19:07:00
8,2,03:19:00,19:05:00
8,3,03:20:00,19:03:00
8,4,03:22:00,19:02:00
8,5,03:23:00,19:00:00
8,6,03:24:00,18:58:00
8,7,03:26:00,18:57:00
8,8,03:27:00,18:55:00
8,9,03:29:00,18:53:00
8,10,03:30:00,18:51:00
8,11,03:32:00,18:49:00
8,12,03:33:00,18:47:00
8,13,03:35:00,18:46:00
8,14,03:36:00,18:44:00
8,15,03:37:00,18:42:00
8,16,03:39:00,18:40:00
8,17,03:40:00,18:38:00
8,18,03:42:00,18:36:00
8,19,03:43:00,18:34:00
8,20,03:45:00,18:32:00
8,21,03:46:00,18:30:00
8,22,03:47:00,18:28:00
8,23,03:49:00,18:26:00
8,24,03:50:00,18:24:00
8,25,03:52:00,18:22:00
8,26,03:53:00,18:20:00
8,27,03:55:00,18:18:00
8,28,03:56:00,18:16:00
8,29,03:57:00,18:14:00
8,30,03:59:00,18:12:00
8,31,04:00:00,18:10:00
9,1,04:02:00,18:08:00
9,2,04:03:00,18:05:00
9,3,04:04:00,18:03:00
9,4,04:06:00,18:01:00
9,5,04:07:00,17:59:00
9,6,04:08:00,17:57:00
9,7,04:10:00,17:55:00
9,8,04:11:00,17:53:00
9,9,04:12:00,17:51:00
9,10,04:14:00,17:49:00
9,11,04:15:00,17:47:00
9,12,04:17:00,17:45:00
9,13,04:18:00,17:42:00
9,14,04:19:00,17:40:00
9,15,04:21:00,17:38:00
9,16,04:22:00,17:36:00
9,17,04:23:00,17:34:00
9,18,04:25:00,17:32:00
9,19,04:26:00,17:30:00
9,20,04:27:00,17:28:00
9,21,04:29:00,17:26:00
9,22,04:30:00,17:23:00
9,23,04:32:00,17:21:00
9,24,04:33:00,17:19:00
9,25,04:34:00,17:17:00
9,26,04:36:00,17:15:00
9,27,04:37:00,17:13:00
9,28,04:38:00,17:11:00
9,29,04:40:00,17:09:00
9,30,04:41:00,17:07:00
10,1,04:42:00,17:04:00
10,2,04:44:00,17:02:00
10,3,04:45:00,17:00:00
10,4,04:47:00,16:58:00
10,5,04:48:00,16:56:00
10,6,04:49:00,16:54:00
10,7,04:51:00,16:52:00
10,8,04:52:00,16:50:00
10,9,04:53:00,16:48:00
10,10,04:55:00,16:46:00
10,11,04:56:00,16:44:00
10,12,04:58:00,16:42:00
10,13,04:59:00,16:40:00
10,14,05:00:00,16:39:00
10,15,05:02:00,16:37:00
10,16,05:03:00,16:35:00
10,17,05:05:00,16:33:00
10,18,05:06:00,16:31:00
10,19,05:07:00,16:29:00
10,20,05:09:00,16:28:00
10,21,05:10:00,16:26:00
10,22,05:12:00,16:24:00
10,23,05:13:00,16:22:00
10,24,05:14:00,16:21:00
10,25,05:16:00,16:19:00
10,26,05:17:00,16:17:00
10,27,05:19:00,16:16:00
10,28,05:20:00,16:14:00
10,29,05:22:00,16:12:00
10,30,05:23:00,16:11:00
10,31,05:24:00,16:09:00
11,1,05:26:00,16:08:00
11,2,05:27:00,16:06:00
11,3,05:29:00,16:05:00
11,4,05:30:00,16:04:00
11,5,05:31:00,16:02:00
11,6,05:33:00,16:01:00
11,7,05:34:00,16:00:00
11,8,05:36:00,15:58:00
11,9,05:37:00,15:57:00
11,10,05:38:00,15:56:00
11,11,05:40:00,15:55:00
11,12,05:41:00,15:53:00
11,13,05:43:00,15:52:00
11,14,05:44:00,15:51:00
11,15,05:45:00,15:50:00
11,16,05:47:00,15:49:00
11,17,05:48:00,15:48:00
11,18,05:49:00,15:47:00
11,19,05:51:00,15:46:00
11,20,05:52:00,15:45:00
11,21,05:53:00,15:45:00
11,22,05:55:00,15:44:00
11,23,05:56:00,15:43:00
11,24,05:57:00,15:42:00
11,25,05:58:00,15:42:00
11,26,06:00:00,15:41:00
11,27,06:01:00,15:40:00
11,28,06:02:00,15:40:00
11,29,06:03:00,15:39:00
11,30,06:04:00,15:39:00
12,1,06:05:00,15:38:00
12,2,06:06:00,15:38:00
12,3,06:08:00,15:38:00
12,4,06:09:00,15:37:00
12,5,06:10:00,15:37:00
12,6,06:11:00,15:37:00
12,7,06:12:00,15:37:00
12,8,06:13:00,15:37:00
12,9,06:14:00,15:37:00
12,10,06:15:00,15:37:00
12,11,06:15:00,15:37:00
12,12,06:16:00,15:37:00
12,13,06:17:00,15:37:00
12,14,06:18:00,15:37:00
12,15,06:19:00,15:37:00
12,16,06:19:00,15:37:00
12,17,06:20:00,15:38:00
12,18,06:21:00,15:38:00
12,19,06:21:00,15:38:00
12,20,06:22:00,15:39:00
12,21,06:22:00,15:39:00
12,22,06:23:00,15:40:00
12,23,06:23:00,15:40:00
12,24,06:24:00,15:41:00
12,25,06:24:00,15:41:00
12,26,06:25:00,15:42:00
12,27,06:25:00,15:43:00
12,28,06:25:00,15:44:00
12,29,06:25:00,15:44:00
12,30,06:26:00,15:45:00
12,31,06:26:00,15:46:00
