MONTH,DAY,BCMT_UTC,ECET_UTC
3,17,04:54:00,17:53:00
3,18,04:52:00,17:55:00
3,19,04:50:00,17:56:00
3,20,04:48:00,17:58:00
3,21,04:46:00,17:59:00
3,22,04:43:00,18:00:00
3,23,04:41:00,18:02:00
3,24,04:39:00,18:03:00
3,25,04:37:00,18:05:00
3,26,04:35:00,18:06:00
3,27,04:33:00,18:08:00
3,28,04:31:00,18:09:00
3,29,04:29:00,18:10:00
3,30,04:27:00,18:12:00
3,31,04:25:00,18:13:00
4,1,04:23:00,18:15:00
4,2,04:21:00,18:16:00
4,3,04:19:00,18:18:00
4,4,04:17:00,18:19:00
4,5,04:15:00,18:21:00
4,6,04:13:00,18:22:00
4,7,04:11:00,18:23:00
4,8,04:09:00,18:25:00
4,9,04:07:00,18:26:00
4,10,04:05:00,18:28:00
4,11,04:03:00,18:29:00
4,12,04:01:00,18:31:00
4,13,03:59:00,18:32:00
4,14,03:57:00,18:34:00
4,15,03:55:00,18:35:00
4,16,03:53:00,18:37:00
4,17,03:51:00,18:38:00
4,18,03:49:00,18:40:00
4,19,03:47:00,18:41:00
4,20,03:45:00,18:43:00
4,21,03:43:00,18:44:00
4,22,03:42:00,18:46:00
4,23,03:40:00,18:47:00
4,24,03:38:00,18:49:00
4,25,03:36:00,18:51:00
4,26,03:34:00,18:52:00
4,27,03:32:00,18:54:00
4,28,03:30:00,18:55:00
4,29,03:29:00,18:57:00
4,30,03:27:00,18:58:00
5,1,03:25:00,19:00:00
5,2,03:23:00,19:01:00
5,3,03:22:00,19:03:00
5,4,03:20:00,19:04:00
5,5,03:18:00,19:06:00
5,6,03:16:00,19:07:00
5,7,03:15:00,19:09:00
5,8,03:13:00,19:10:00
5,9,03:12:00,19:12:00
5,10,03:10:00,19:13:00
5,11,03:08:00,19:15:00
5,12,03:07:00,19:16:00
5,13,03:05:00,19:18:00
5,14,03:04:00,19:19:00
5,15,03:03:00,19:21:00
5,16,03:01:00,19:22:00
5,17,03:00:00,19:23:00
5,18,02:58:00,19:25:00
5,19,02:57:00,19:26:00
5,20,02:56:00,19:28:00
5,21,02:55:00,19:29:00
5,22,02:53:00,19:30:00
5,23,02:52:00,19:32:00
5,24,02:51:00,19:33:00
5,25,02:50:00,19:34:00
5,26,02:49:00,19:35:00
5,27,02:48:00,19:36:00
5,28,02:47:00,19:38:00
5,29,02:46:00,19:39:00
5,30,02:45:00,19:40:00
5,31,02:44:00,19:41:00
6,1,02:44:00,19:42:00
6,2,02:43:00,19:43:00
6,3,02:42:00,19:44:00
6,4,02:42:00,19:45:00
6,5,02:41:00,19:46:00
6,6,02:40:00,19:47:00
6,7,02:40:00,19:48:00
6,8,02:39:00,19:48:00
6,9,02:39:00,19:49:00
6,10,02:39:00,19:50:00
6,11,02:38:00,19:51:00
6,12,02:38:00,19:51:00
6,13,02:38:00,19:52:00
6,14,02:38:00,19:52:00
6,15,02:37:00,19:53:00
6,16,02:37:00,19:53:00
6,17,02:37:00,19:54:00
6,18,02:37:00,19:54:00
6,19,02:38:00,19:54:00
6,20,02:38:00,19:55:00
6,21,02:38:00,19:55:00
6,22,02:38:00,19:55:00
6,23,02:38:00,19:55:00
6,24,02:39:00,19:55:00
6,25,02:39:00,19:55:00
6,26,02:39:00,19:55:00
6,27,02:40:00,19:55:00
6,28,02:40:00,19:55:00
6,29,02:41:00,19:55:00
6,30,02:42:00,19:55:00
7,1,02:42:00,19:54:00
7,2,02:43:00,19:54:00
7,3,02:44:00,19:54:00
7,4,02:44:00,19:53:00
7,5,02:45:00,19:53:00
7,6,02:46:00,19:52:00
7,7,02:47:00,19:52:00
7,8,02:48:00,19:51:00
7,9,02:49:00,19:51:00
7,10,02:50:00,19:50:00
7,11,02:51:00,19:49:00
7,12,02:52:00,19:48:00
7,13,02:53:00,19:47:00
7,14,02:54:00,19:47:00
7,15,02:55:00,19:46:00
7,16,02:56:00,19:45:00
7,17,02:57:00,19:44:00
7,18,02:59:00,19:43:00
7,19,03:00:00,19:42:00
7,20,03:01:00,19:40:00
7,21,03:02:00,19:39:00
7,22,03:04:00,19:38:00
7,23,03:05:00,19:37:00
7,24,03:06:00,19:36:00
7,25,03:08:00,19:34:00
7,26,03:09:00,19:33:00
7,27,03:10:00,19:32:00
7,28,03:12:00,19:30:00
7,29,03:13:00,19:29:00
7,30,03:14:00,19:27:00
7,31,03:16:00,19:26:00
8,1,03:17:00,19:24:00
8,2,03:19:00,19:23:00
8,3,03:20:00,19:21:00
8,4,03:22:00,19:19:00
8,5,03:23:00,19:18:00
8,6,03:24:00,19:16:00
8,7,03:26:00,19:14:00
8,8,03:27:00,19:13:00
8,9,03:29:00,19:11:00
8,10,03:30:00,19:09:00
8,11,03:32:00,19:07:00
8,12,03:33:00,19:06:00
8,13,03:35:00,19:04:00
8,14,03:36:00,19:02:00
8,15,03:37:00,19:00:00
8,16,03:39:00,18:58:00
8,17,03:40:00,18:56:00
8,18,03:42:00,18:54:00
8,19,03:43:00,18:52:00
8,20,03:45:00,18:51:00
8,21,03:46:00,18:49:00
8,22,03:47:00,18:47:00
8,23,03:49:00,18:45:00
8,24,03:50:00,18:43:00
8,25,03:52:00,18:41:00
8,26,03:53:00,18:39:00
8,27,03:55:00,18:37:00
8,28,03:56:00,18:35:00
8,29,03:57:00,18:33:00
8,30,03:59:00,18:31:00
8,31,04:00:00,18:29:00
9,1,04:02:00,18:27:00
9,2,04:03:00,18:25:00
9,3,04:04:00,18:22:00
9,4,04:06:00,18:20:00
9,5,04:07:00,18:18:00
9,6,04:08:00,18:16:00
9,7,04:10:00,18:14:00
9,8,04:11:00,18:12:00
9,9,04:12:00,18:10:00
9,10,04:14:00,18:08:00
9,11,04:15:00,18:06:00
9,12,04:17:00,18:04:00
9,13,04:18:00,18:02:00
9,14,04:19:00,18:00:00
9,15,04:21:00,17:58:00
9,16,04:22:00,17:56:00
9,17,04:23:00,17:54:00
9,18,04:25:00,17:52:00
9,19,04:26:00,17:50:00
9,20,04:27:00,17:48:00
9,21,04:29:00,17:46:00
9,22,04:30:00,17:44:00
9,23,04:32:00,17:42:00
9,24,04:33:00,17:40:00
9,25,04:34:00,17:38:00
9,26,04:36:00,17:36:00
9,27,04:37:00,17:33:00
9,28,04:38:00,17:31:00
9,29,04:40:00,17:29:00
9,30,04:41:00,17:27:00
10,1,04:42:00,17:25:00
10,2,04:44:00,17:23:00
10,3,04:45:00,17:21:00
10,4,04:47:00,17:19:00
10,5,04:48:00,17:17:00
10,6,04:49:00,17:15:00
10,7,04:51:00,17:14:00
10,8,04:52:00,17:12:00
10,9,04:53:00,17:10:00
10,10,04:55:00,17:08:00
10,11,04:56:00,17:06:00
10,12,04:58:00,17:04:00
10,13,04:59:00,17:02:00
10,14,05:00:00,17:00:00
10,15,05:02:00,16:58:00
10,16,05:03:00,16:56:00
10,17,05:05:00,16:55:00
10,18,05:06:00,16:53:00
10,19,05:07:00,16:51:00
10,20,05:09:00,16:49:00
10,21,05:10:00,16:48:00
10,22,05:12:00,16:46:00
10,23,05:13:00,16:44:00
10,24,05:14:00,16:43:00
10,25,05:16:00,16:41:00
10,26,05:17:00,16:39:00
10,27,05:19:00,16:38:00
10,28,05:20:00,16:36:00
10,29,05:22:00,16:35:00
10,30,05:23:00,16:33:00
10,31,05:24:00,16:32:00
11,1,05:26:00,16:30:00
11,2,05:27:00,16:29:00
11,3,05:29:00,16:27:00
11,4,05:30:00,16:26:00
11,5,05:31:00,16:24:00
11,6,05:33:00,16:23:00
11,7,05:34:00,16:22:00
11,8,05:36:00,16:21:00
11,9,05:37:00,16:19:00
11,10,05:38:00,16:18:00
11,11,05:40:00,16:17:00
11,12,05:41:00,16:16:00
11,13,05:43:00,16:15:00
11,14,05:44:00,16:14:00
11,15,05:45:00,16:13:00
11,16,05:47:00,16:12:00
11,17,05:48:00,16:11:00
11,18,05:49:00,16:10:00
11,19,05:51:00,16:09:00
11,20,05:52:00,16:08:00
11,21,05:53:00,16:07:00
11,22,05:55:00,16:07:00
11,23,05:56:00,16:06:00
11,24,05:57:00,16:05:00
11,25,05:58:00,16:04:00
11,26,06:00:00,16:04:00
11,27,06:01:00,16:03:00
11,28,06:02:00,16:03:00
11,29,06:03:00,16:02:00
11,30,06:04:00,16:02:00
12,1,06:05:00,16:01:00
12,2,06:06:00,16:01:00
12,3,06:08:00,16:01:00
12,4,06:09:00,16:01:00
12,5,06:10:00,16:00:00
12,6,06:11:00,16:00:00
12,7,06:12:00,16:00:00
12,8,06:13:00,16:00:00
12,9,06:14:00,16:00:00
12,10,06:15:00,16:00:00
12,11,06:15:00,16:00:00
12,12,06:16:00,16:00:00
12,13,06:17:00,16:00:00
12,14,06:18:00,16:00:00
12,15,06:19:00,16:00:00
12,16,06:19:00,16:01:00
12,17,06:20:00,16:01:00
12,18,06:21:00,16:01:00
12,19,06:21:00,16:02:00
12,20,06:22:00,16:02:00
12,21,06:22:00,16:03:00
12,22,06:23:00,16:03:00
12,23,06:23:00,16:04:00
12,24,06:24:00,16:04:00
12,25,06:24:00,16:05:00
12,26,06:25:00,16:05:00
12,27,06:25:00,16:06:00
12,28,06:25:00,16:07:00
12,29,06:25:00,16:08:00
12,30,06:26:00,16:08:00
12,31,06:26:00,16:09:00
