MONTH,DAY,BCMT_UTC,ECET_UTC
6,7,02:23:00,19:42:00
6,8,02:22:00,19:43:00
6,9,02:22:00,19:44:00
6,10,02:21:00,19:44:00
6,11,02:21:00,19:45:00
6,12,02:21:00,19:46:00
6,13,02:21:00,19:46:00
6,14,02:20:00,19:47:00
6,15,02:20:00,19:47:00
6,16,02:20:00,19:48:00
6,17,02:20:00,19:48:00
6,18,02:20:00,19:49:00
6,19,02:20:00,19:49:00
6,20,02:20:00,19:49:00
6,21,02:21:00,19:49:00
6,22,02:21:00,19:50:00
6,23,02:21:00,19:50:00
6,24,02:21:00,19:50:00
6,25,02:22:00,19:50:00
6,26,02:22:00,19:50:00
6,27,02:23:00,19:50:00
6,28,02:23:00,19:50:00
6,29,02:24:00,19:49:00
6,30,02:24:00,19:49:00
7,1,02:25:00,19:49:00
7,2,02:26:00,19:48:00
7,3,02:26:00,19:48:00
7,4,02:27:00,19:48:00
7,5,02:28:00,19:47:00
7,6,02:29:00,19:47:00
7,7,02:30:00,19:46:00
7,8,02:31:00,19:45:00
7,9,02:32:00,19:45:00
7,10,02:33:00,19:44:00
7,11,02:34:00,19:43:00
7,12,02:35:00,19:42:00
7,13,02:36:00,19:41:00
7,14,02:37:00,19:40:00
7,15,02:38:00,19:39:00
7,16,02:40:00,19:38:00
7,17,02:41:00,19:37:00
7,18,02:42:00,19:36:00
7,19,02:43:00,19:35:00
7,20,02:45:00,19:34:00
7,21,02:46:00,19:33:00
7,22,02:47:00,19:31:00
7,23,02:49:00,19:30:00
7,24,02:50:00,19:29:00
7,25,02:51:00,19:27:00
7,26,02:53:00,19:26:00
7,27,02:54:00,19:25:00
7,28,02:56:00,19:23:00
7,29,02:57:00,19:22:00
7,30,02:59:00,19:20:00
7,31,03:00:00,19:18:00
8,1,03:02:00,19:17:00
8,2,03:03:00,19:15:00
8,3,03:05:00,19:14:00
8,4,03:06:00,19:12:00
8,5,03:08:00,19:10:00
8,6,03:09:00,19:08:00
8,7,03:11:00,19:07:00
8,8,03:12:00,19:05:00
8,9,03:14:00,19:03:00
8,10,03:15:00,19:01:00
8,11,03:17:00,18:59:00
8,12,03:18:00,18:57:00
8,13,03:20:00,18:56:00
8,14,03:21:00,18:54:00
8,15,03:23:00,18:52:00
8,16,03:24:00,18:50:00
8,17,03:26:00,18:48:00
8,18,03:27:00,18:46:00
8,19,03:29:00,18:44:00
8,20,03:30:00,18:42:00
8,21,03:32:00,18:40:00
8,22,03:33:00,18:38:00
8,23,03:35:00,18:36:00
8,24,03:36:00,18:34:00
8,25,03:38:00,18:32:00
8,26,03:39:00,18:30:00
8,27,03:41:00,18:28:00
8,28,03:42:00,18:26:00
8,29,03:44:00,18:23:00
8,30,03:45:00,18:21:00
8,31,03:47:00,18:19:00
9,1,03:48:00,18:17:00
9,2,03:50:00,18:15:00
9,3,03:51:00,18:13:00
9,4,03:53:00,18:11:00
9,5,03:54:00,18:09:00
9,6,03:56:00,18:07:00
9,7,03:57:00,18:05:00
9,8,03:58:00,18:03:00
9,9,04:00:00,18:00:00
9,10,04:01:00,17:58:00
9,11,04:03:00,17:56:00
9,12,04:04:00,17:54:00
9,13,04:05:00,17:52:00
9,14,04:07:00,17:50:00
9,15,04:08:00,17:48:00
9,16,04:10:00,17:46:00
9,17,04:11:00,17:44:00
9,18,04:12:00,17:42:00
9,19,04:14:00,17:39:00
9,20,04:15:00,17:37:00
9,21,04:17:00,17:35:00
9,22,04:18:00,17:33:00
9,23,04:20:00,17:31:00
9,24,04:21:00,17:29:00
9,25,04:22:00,17:27:00
9,26,04:24:00,17:25:00
9,27,04:25:00,17:22:00
9,28,04:27:00,17:20:00
9,29,04:28:00,17:18:00
9,30,04:29:00,17:16:00
10,1,04:31:00,17:14:00
10,2,04:32:00,17:12:00
10,3,04:34:00,17:10:00
10,4,04:35:00,17:08:00
10,5,04:37:00,17:06:00
10,6,04:38:00,17:04:00
10,7,04:39:00,17:02:00
10,8,04:41:00,17:00:00
10,9,04:42:00,16:58:00
10,10,04:44:00,16:56:00
10,11,04:45:00,16:54:00
10,12,04:47:00,16:52:00
10,13,04:48:00,16:50:00
10,14,04:49:00,16:48:00
10,15,04:51:00,16:46:00
10,16,04:52:00,16:44:00
10,17,04:54:00,16:42:00
10,18,04:55:00,16:41:00
10,19,04:57:00,16:39:00
10,20,04:58:00,16:37:00
10,21,05:00:00,16:35:00
10,22,05:01:00,16:33:00
10,23,05:03:00,16:32:00
10,24,05:04:00,16:30:00
10,25,05:06:00,16:28:00
10,26,05:07:00,16:27:00
10,27,05:08:00,16:25:00
10,28,05:10:00,16:23:00
10,29,05:11:00,16:22:00
10,30,05:13:00,16:20:00
10,31,05:14:00,16:19:00
11,1,05:16:00,16:17:00
11,2,05:17:00,16:16:00
11,3,05:19:00,16:14:00
11,4,05:20:00,16:13:00
11,5,05:22:00,16:11:00
11,6,05:23:00,16:10:00
11,7,05:25:00,16:09:00
11,8,05:26:00,16:07:00
11,9,05:28:00,16:06:00
11,10,05:29:00,16:05:00
11,11,05:30:00,16:04:00
11,12,05:32:00,16:03:00
11,13,05:33:00,16:01:00
11,14,05:35:00,16:00:00
11,15,05:36:00,15:59:00
11,16,05:38:00,15:58:00
11,17,05:39:00,15:57:00
11,18,05:40:00,15:56:00
11,19,05:42:00,15:55:00
11,20,05:43:00,15:55:00
11,21,05:44:00,15:54:00
11,22,05:46:00,15:53:00
11,23,05:47:00,15:52:00
11,24,05:48:00,15:51:00
11,25,05:50:00,15:51:00
11,26,05:51:00,15:50:00
11,27,05:52:00,15:49:00
11,28,05:53:00,15:49:00
11,29,05:55:00,15:48:00
11,30,05:56:00,15:48:00
12,1,05:57:00,15:47:00
12,2,05:58:00,15:47:00
12,3,05:59:00,15:47:00
12,4,06:00:00,15:46:00
12,5,06:01:00,15:46:00
12,6,06:02:00,15:46:00
12,7,06:03:00,15:46:00
12,8,06:04:00,15:46:00
12,9,06:05:00,15:46:00
12,10,06:06:00,15:46:00
12,11,06:07:00,15:46:00
12,12,06:08:00,15:46:00
12,13,06:09:00,15:46:00
12,14,06:10:00,15:46:00
12,15,06:10:00,15:46:00
12,16,06:11:00,15:46:00
12,17,06:12:00,15:47:00
12,18,06:13:00,15:47:00
12,19,06:13:00,15:47:00
12,20,06:14:00,15:48:00
12,21,06:14:00,15:48:00
12,22,06:15:00,15:49:00
12,23,06:15:00,15:49:00
12,24,06:16:00,15:50:00
12,25,06:16:00,15:51:00
12,26,06:16:00,15:51:00
12,27,06:17:00,15:52:00
12,28,06:17:00,15:53:00
12,29,06:17:00,15:53:00
12,30,06:17:00,15:54:00
12,31,06:17:00,15:55:00
