MONTH,DAY,BCMT_UTC,ECET_UTC
3,7,04:57:00,17:23:00
3,8,04:55:00,17:24:00
3,9,04:53:00,17:26:00
3,10,04:51:00,17:27:00
3,11,04:49:00,17:28:00
3,12,04:47:00,17:30:00
3,13,04:45:00,17:31:00
3,14,04:43:00,17:33:00
3,15,04:41:00,17:34:00
3,16,04:39:00,17:36:00
3,17,04:37:00,17:37:00
3,18,04:35:00,17:38:00
3,19,04:33:00,17:40:00
3,20,04:31:00,17:41:00
3,21,04:29:00,17:43:00
3,22,04:27:00,17:44:00
3,23,04:25:00,17:45:00
3,24,04:23:00,17:47:00
3,25,04:21:00,17:48:00
3,26,04:19:00,17:50:00
3,27,04:17:00,17:51:00
3,28,04:15:00,17:53:00
3,29,04:13:00,17:54:00
3,30,04:11:00,17:55:00
3,31,04:09:00,17:57:00
4,1,04:07:00,17:58:00
4,2,04:05:00,18:00:00
4,3,04:03:00,18:01:00
4,4,04:01:00,18:02:00
4,5,03:59:00,18:04:00
4,6,03:57:00,18:05:00
4,7,03:55:00,18:07:00
4,8,03:53:00,18:08:00
4,9,03:51:00,18:10:00
4,10,03:49:00,18:11:00
4,11,03:47:00,18:12:00
4,12,03:45:00,18:14:00
4,13,03:43:00,18:15:00
4,14,03:41:00,18:17:00
4,15,03:39:00,18:18:00
4,16,03:37:00,18:20:00
4,17,03:36:00,18:21:00
4,18,03:34:00,18:23:00
4,19,03:32:00,18:24:00
4,20,03:30:00,18:26:00
4,21,03:28:00,18:27:00
4,22,03:26:00,18:29:00
4,23,03:24:00,18:30:00
4,24,03:22:00,18:32:00
4,25,03:20:00,18:33:00
4,26,03:18:00,18:35:00
4,27,03:17:00,18:36:00
4,28,03:15:00,18:38:00
4,29,03:13:00,18:39:00
4,30,03:11:00,18:41:00
5,1,03:09:00,18:42:00
5,2,03:08:00,18:44:00
5,3,03:06:00,18:45:00
5,4,03:04:00,18:47:00
5,5,03:03:00,18:48:00
5,6,03:01:00,18:50:00
5,7,02:59:00,18:51:00
5,8,02:58:00,18:53:00
5,9,02:56:00,18:54:00
5,10,02:55:00,18:56:00
5,11,02:53:00,18:57:00
5,12,02:52:00,18:59:00
5,13,02:50:00,19:00:00
5,14,02:49:00,19:01:00
5,15,02:47:00,19:03:00
5,16,02:46:00,19:04:00
5,17,02:44:00,19:06:00
5,18,02:43:00,19:07:00
5,19,02:42:00,19:08:00
5,20,02:41:00,19:10:00
5,21,02:39:00,19:11:00
5,22,02:38:00,19:12:00
5,23,02:37:00,19:14:00
5,24,02:36:00,19:15:00
5,25,02:35:00,19:16:00
5,26,02:34:00,19:17:00
5,27,02:33:00,19:19:00
5,28,02:32:00,19:20:00
5,29,02:31:00,19:21:00
5,30,02:30:00,19:22:00
5,31,02:29:00,19:23:00
6,1,02:29:00,19:24:00
6,2,02:28:00,19:25:00
6,3,02:27:00,19:26:00
6,4,02:27:00,19:27:00
6,5,02:26:00,19:28:00
6,6,02:25:00,19:29:00
6,7,02:25:00,19:30:00
6,8,02:24:00,19:31:00
6,9,02:24:00,19:31:00
6,10,02:24:00,19:32:00
6,11,02:23:00,19:33:00
6,12,02:23:00,19:33:00
6,13,02:23:00,19:34:00
6,14,02:23:00,19:35:00
6,15,02:23:00,19:35:00
6,16,02:23:00,19:36:00
6,17,02:23:00,19:36:00
6,18,02:23:00,19:36:00
6,19,02:23:00,19:37:00
6,20,02:23:00,19:37:00
6,21,02:23:00,19:37:00
6,22,02:23:00,19:37:00
6,23,02:23:00,19:37:00
6,24,02:24:00,19:38:00
6,25,02:24:00,19:38:00
6,26,02:25:00,19:38:00
6,27,02:25:00,19:37:00
6,28,02:25:00,19:37:00
6,29,02:26:00,19:37:00
6,30,02:27:00,19:37:00
7,1,02:27:00,19:37:00
7,2,02:28:00,19:36:00
7,3,02:29:00,19:36:00
7,4,02:29:00,19:36:00
7,5,02:30:00,19:35:00
7,6,02:31:00,19:35:00
7,7,02:32:00,19:34:00
7,8,02:33:00,19:33:00
7,9,02:34:00,19:33:00
7,10,02:35:00,19:32:00
7,11,02:36:00,19:31:00
7,12,02:37:00,19:31:00
7,13,02:38:00,19:30:00
7,14,02:39:00,19:29:00
7,15,02:40:00,19:28:00
7,16,02:41:00,19:27:00
7,17,02:42:00,19:26:00
7,18,02:43:00,19:25:00
7,19,02:45:00,19:24:00
7,20,02:46:00,19:23:00
7,21,02:47:00,19:22:00
7,22,02:48:00,19:20:00
7,23,02:50:00,19:19:00
7,24,02:51:00,19:18:00
7,25,02:52:00,19:17:00
7,26,02:54:00,19:15:00
7,27,02:55:00,19:14:00
7,28,02:56:00,19:12:00
7,29,02:58:00,19:11:00
7,30,02:59:00,19:10:00
7,31,03:00:00,19:08:00
8,1,03:02:00,19:07:00
8,2,03:03:00,19:05:00
8,3,03:05:00,19:03:00
8,4,03:06:00,19:02:00
8,5,03:07:00,19:00:00
8,6,03:09:00,18:59:00
8,7,03:10:00,18:57:00
8,8,03:12:00,18:55:00
8,9,03:13:00,18:53:00
8,10,03:15:00,18:52:00
8,11,03:16:00,18:50:00
8,12,03:18:00,18:48:00
8,13,03:19:00,18:46:00
8,14,03:20:00,18:45:00
8,15,03:22:00,18:43:00
8,16,03:23:00,18:41:00
8,17,03:25:00,18:39:00
8,18,03:26:00,18:37:00
8,19,03:28:00,18:35:00
8,20,03:29:00,18:33:00
8,21,03:30:00,18:31:00
8,22,03:32:00,18:29:00
8,23,03:33:00,18:28:00
8,24,03:35:00,18:26:00
8,25,03:36:00,18:24:00
8,26,03:38:00,18:22:00
8,27,03:39:00,18:20:00
8,28,03:40:00,18:18:00
8,29,03:42:00,18:16:00
8,30,03:43:00,18:14:00
8,31,03:45:00,18:12:00
9,1,03:46:00,18:10:00
9,2,03:47:00,18:08:00
9,3,03:49:00,18:06:00
9,4,03:50:00,18:04:00
9,5,03:51:00,18:02:00
9,6,03:53:00,18:00:00
9,7,03:54:00,17:58:00
9,8,03:55:00,17:56:00
9,9,03:57:00,17:54:00
9,10,03:58:00,17:52:00
9,11,03:59:00,17:50:00
9,12,04:01:00,17:48:00
9,13,04:02:00,17:46:00
9,14,04:03:00,17:44:00
9,15,04:05:00,17:41:00
9,16,04:06:00,17:39:00
9,17,04:07:00,17:37:00
9,18,04:09:00,17:35:00
9,19,04:10:00,17:33:00
9,20,04:11:00,17:31:00
9,21,04:13:00,17:29:00
9,22,04:14:00,17:27:00
9,23,04:15:00,17:25:00
9,24,04:17:00,17:23:00
9,25,04:18:00,17:21:00
9,26,04:19:00,17:19:00
9,27,04:21:00,17:17:00
9,28,04:22:00,17:15:00
9,29,04:23:00,17:13:00
9,30,04:25:00,17:11:00
10,1,04:26:00,17:09:00
10,2,04:27:00,17:07:00
10,3,04:29:00,17:05:00
10,4,04:30:00,17:03:00
10,5,04:31:00,17:01:00
10,6,04:33:00,16:59:00
10,7,04:34:00,16:57:00
10,8,04:35:00,16:55:00
10,9,04:37:00,16:53:00
10,10,04:38:00,16:51:00
10,11,04:40:00,16:49:00
10,12,04:41:00,16:48:00
10,13,04:42:00,16:46:00
10,14,04:44:00,16:44:00
10,15,04:45:00,16:42:00
10,16,04:46:00,16:40:00
10,17,04:48:00,16:38:00
10,18,04:49:00,16:37:00
10,19,04:51:00,16:35:00
10,20,04:52:00,16:33:00
10,21,04:53:00,16:31:00
10,22,04:55:00,16:30:00
10,23,04:56:00,16:28:00
10,24,04:58:00,16:26:00
10,25,04:59:00,16:25:00
10,26,05:00:00,16:23:00
10,27,05:02:00,16:22:00
10,28,05:03:00,16:20:00
10,29,05:05:00,16:19:00
10,30,05:06:00,16:17:00
10,31,05:07:00,16:16:00
11,1,05:09:00,16:14:00
11,2,05:10:00,16:13:00
11,3,05:12:00,16:11:00
11,4,05:13:00,16:10:00
11,5,05:14:00,16:09:00
11,6,05:16:00,16:07:00
11,7,05:17:00,16:06:00
11,8,05:19:00,16:05:00
11,9,05:20:00,16:04:00
11,10,05:21:00,16:02:00
11,11,05:23:00,16:01:00
11,12,05:24:00,16:00:00
11,13,05:26:00,15:59:00
11,14,05:27:00,15:58:00
11,15,05:28:00,15:57:00
11,16,05:30:00,15:56:00
11,17,05:31:00,15:55:00
11,18,05:32:00,15:54:00
11,19,05:34:00,15:53:00
11,20,05:35:00,15:53:00
11,21,05:36:00,15:52:00
11,22,05:38:00,15:51:00
11,23,05:39:00,15:50:00
11,24,05:40:00,15:50:00
11,25,05:41:00,15:49:00
11,26,05:43:00,15:48:00
11,27,05:44:00,15:48:00
11,28,05:45:00,15:47:00
11,29,05:46:00,15:47:00
11,30,05:47:00,15:47:00
12,1,05:48:00,15:46:00
12,2,05:50:00,15:46:00
12,3,05:51:00,15:45:00
12,4,05:52:00,15:45:00
12,5,05:53:00,15:45:00
12,6,05:54:00,15:45:00
12,7,05:55:00,15:45:00
12,8,05:56:00,15:45:00
12,9,05:57:00,15:45:00
12,10,05:58:00,15:45:00
12,11,05:58:00,15:45:00
12,12,05:59:00,15:45:00
12,13,06:00:00,15:45:00
12,14,06:01:00,15:45:00
12,15,06:02:00,15:45:00
12,16,06:02:00,15:45:00
12,17,06:03:00,15:46:00
12,18,06:04:00,15:46:00
12,19,06:04:00,15:46:00
12,20,06:05:00,15:47:00
12,21,06:05:00,15:47:00
12,22,06:06:00,15:48:00
12,23,06:06:00,15:48:00
12,24,06:07:00,15:49:00
12,25,06:07:00,15:50:00
12,26,06:07:00,15:50:00
12,27,06:08:00,15:51:00
12,28,06:08:00,15:52:00
12,29,06:08:00,15:52:00
12,30,06:08:00,15:53:00
12,31,06:09:00,15:54:00
